"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","DEFAULT","AVG_UTILIZATION_RATE","OVERSPENDER","TOTAL_EXCESS_BALANCE"
14834,30000,"Male","High School","Single",50,0,0,0,0,0,46868,42397,38569,33570,19895,30125,1800,2200,1400,2000,30000,997,1,"Defaults Next Month",1.09704,"TRUE",-4408.2
24775,200000,"Male","Graduate School","Single",42,0,0,0,0,0,161514,163340,168701,172074,173907,184067,6000,8000,8000,6500,13500,0,1,"Defaults Next Month",0.862089,"FALSE",-34782.2
13448,500000,"Male","University","Married",53,-2,-2,-2,-2,-2,37979,9482,6058,7859,126683,7440,9482,6058,7859,126683,7440,8259,0,"No Default Next Month",0.0630088,"FALSE",-499755.4
27319,390000,"Male","Graduate School","Single",37,-2,-2,-2,-2,-2,0,0,0,0,0,4792,0,0,0,0,4792,490,0,"No Default Next Month",0.0024574358974359,"FALSE",-390098
20436,20000,"Male","University","Single",27,-1,-1,-1,-1,-1,1663,1662,1473,1623,1623,1663,1662,1473,1623,1623,1663,1623,0,"No Default Next Month",0.08044,"FALSE",-19992.2
12929,60000,"Male","High School","Single",36,0,0,0,0,0,34364,34246,13266,19876,19274,17923,5000,1029,19507,1000,358,3045,0,"No Default Next Month",0.348616666666667,"FALSE",-44070.8
2356,90000,"Male","University","Single",25,-1,-1,0,-1,-1,2908,1051,2422,1051,1051,83573,1052,2422,0,1051,83573,3098,0,"No Default Next Month",0.198106666666667,"FALSE",-90199.2
24971,140000,"Male","University","Married",44,-1,-1,-1,0,-1,0,1384,-12,1900,664,1085,1384,0,1912,0,1085,0,0,"No Default Next Month",0.00717285714285714,"FALSE",-139595.2
3348,60000,"Male","Graduate School","Single",39,0,0,0,0,0,54978,56144,57251,58543,58345,59757,2050,2053,2219,2200,2394,1890,0,"No Default Next Month",0.9668,"FALSE",-4143.2
1668,200000,"Male","University","Married",42,2,0,0,2,2,38187,35827,19208,20023,19572,19652,44,1303,1522,0,1099,1339,1,"Defaults Next Month",0.114282,"FALSE",-178196.2
24677,40000,"Male","Graduate School","Married",47,0,0,0,0,2,38741,36840,37868,36139,39114,38429,2000,1942,1600,3500,0,2818,0,"No Default Next Month",0.94195,"FALSE",-4294
21368,320000,"Male","High School","Married",56,0,0,0,0,0,274210,262737,199761,187759,68920,62702,9441,7821,7361,2227,2046,1892,0,"No Default Next Month",0.488674375,"FALSE",-167893.6
20636,20000,"Male","Graduate School","Single",30,0,0,0,0,0,82812,85352,91161,92910,98710,150,2697,6000,3000,6000,150,1832,0,"No Default Next Month",3.68283,"TRUE",50260.2
3762,30000,"Male","High School","Married",57,0,0,0,0,0,20976,22332,23654,24952,26551,29598,2000,2000,2000,2000,4500,0,0,"No Default Next Month",0.847246666666667,"FALSE",-6682.6
8803,10000,"Male","University","Married",50,2,2,0,0,0,9415,8852,8297,8792,9277,9744,1000,1000,1000,1000,1000,1000,0,"No Default Next Month",0.89924,"FALSE",-2007.6
21231,50000,"Male","Graduate School","Single",32,0,0,0,0,0,49571,48765,49453,49827,48930,48748,1773,2110,2324,2000,1920,2000,0,"No Default Next Month",0.982892,"FALSE",-2926.2
18293,200000,"Male","University","Married",66,-1,2,-1,-1,-1,389,778,389,389,389,775,779,391,390,390,776,1,1,"Defaults Next Month",0.00272,"FALSE",-199845.6
7655,30000,"Male","Graduate School","Single",24,0,0,0,0,0,27576,27089,27986,28580,28649,29147,1500,1500,1050,1100,1000,2000,0,"No Default Next Month",0.943006666666667,"FALSE",-3039.8
6638,610000,"Male","University","Married",30,0,0,0,0,0,50724,8723,6245,7089,8059,8666,2134,1210,2000,2000,1666,1500,0,"No Default Next Month",0.0127154098360656,"FALSE",-603918.8
3019,20000,"Male","Graduate School","Married",34,0,0,2,2,2,6099,7559,8989,8436,12016,11404,2000,2000,0,4000,0,4000,0,"No Default Next Month",0.48404,"FALSE",-12319.2
11459,20000,"Male","University","Single",41,0,0,0,0,0,18577,18961,18126,16557,17519,17111,2000,2000,1000,3000,2000,3000,0,"No Default Next Month",0.88274,"FALSE",-4545.2
10774,50000,"Male","University","Single",22,0,0,2,0,0,5696,6723,8619,8334,8510,8728,1277,2173,0,459,513,161,0,"No Default Next Month",0.163656,"FALSE",-42478.4
6780,400000,"Male","University","Married",42,0,0,0,0,0,286710,280752,284624,237176,211342,208432,11011,9816,8000,7824,8700,6500,0,"No Default Next Month",0.611163,"FALSE",-163702.8
10687,50000,"Male","High School","Married",49,2,0,0,0,0,36728,35835,32092,32581,33897,34691,36,1833,1322,2000,1358,3446,0,"No Default Next Month",0.676384,"FALSE",-18172.6
16696,50000,"Male","University","Married",47,0,0,0,0,0,38830,35866,30260,19187,19324,19192,1600,8820,1293,820,700,689,0,"No Default Next Month",0.495316,"FALSE",-27698.6
8101,100000,"Male","University","Single",30,0,0,0,0,0,83312,58651,37913,38582,39408,40593,2900,2000,1600,1600,2000,1700,0,"No Default Next Month",0.430294,"FALSE",-58750.6
8010,20000,"Male","Graduate School","Single",28,0,0,-2,-2,-2,19849,20650,0,0,0,0,1650,0,0,0,0,0,0,"No Default Next Month",0.2065,"FALSE",-15870
11519,100000,"Male","High School","Married",56,0,0,0,0,0,10882,11952,13047,13330,14112,14477,1250,1300,500,1000,600,600,0,"No Default Next Month",0.133836,"FALSE",-87416.4
151,140000,"Male","University","Married",32,0,0,0,2,0,86627,78142,68336,64648,58319,55251,3455,3110,5000,0,2100,2602,0,"No Default Next Month",0.463851428571429,"FALSE",-77623.2
1831,20000,"Male","High School","Married",38,0,-1,-1,-1,-1,19805,19900,390,390,0,780,1000,390,390,0,780,0,1,"Defaults Next Month",0.2146,"FALSE",-16020
29716,50000,"Male","University","Single",38,2,2,2,0,0,15116,14876,17325,16754,17175,17588,300,3000,0,1000,690,650,1,"Defaults Next Month",0.334872,"FALSE",-34324.4
29851,50000,"Male","High School","Married",46,0,0,0,0,0,62315,60180,58108,55774,53589,51345,2200,2200,2000,1967,2002,1727,0,"No Default Next Month",1.115984,"TRUE",3820
24815,20000,"Male","University","Single",47,0,0,0,0,0,17059,36219,15431,16260,15770,15880,1500,4000,1600,500,500,400,0,"No Default Next Month",0.9956,"FALSE",-1488
14781,140000,"Male","Graduate School","Married",41,-1,-1,-2,-2,-1,4523,12171,0,0,0,10832,12171,0,0,0,10832,0,0,"No Default Next Month",0.0328614285714286,"FALSE",-137565.8
14316,50000,"Male","High School","Married",48,0,0,0,0,0,50899,50527,50375,46952,50343,48831,2000,2000,2000,5001,5000,5021,0,"No Default Next Month",0.988112,"FALSE",-4398.8
9174,30000,"Male","University","Married",35,0,0,0,0,0,25989,27100,27868,28430,29077,29540,1533,1301,863,947,836,915,0,"No Default Next Month",0.946766666666667,"FALSE",-2569.4
18036,100000,"Male","University","Single",38,0,0,0,0,-1,106989,98751,32099,18811,9960,10000,3910,1733,1000,1149,10000,0,1,"Defaults Next Month",0.339242,"FALSE",-68852.2
27524,200000,"Male","University","Married",51,-1,-1,-1,-1,-1,206,2522,1261,0,1261,-1261,2522,1261,0,1261,0,5242,1,"Defaults Next Month",0.003783,"FALSE",-200796.2
18151,360000,"Male","University","Married",30,-1,-1,-1,-1,-1,1431,3914,-15,3041,21801,3837,3933,0,3056,21910,3856,31772,0,"No Default Next Month",0.0180988888888889,"FALSE",-365603.2
13341,350000,"Male","University","Married",47,2,2,2,2,0,301553,287780,295141,291422,279294,276594,0,21300,10000,0,9500,9500,1,"Defaults Next Month",0.817274857142857,"FALSE",-74013.8
11254,280000,"Male","Graduate School","Single",29,0,0,0,0,0,135056,130889,127768,130339,133035,135715,4547,4584,3647,3757,3799,3912,0,"No Default Next Month",0.469818571428571,"FALSE",-152390.6
12800,80000,"Male","University","Single",26,0,0,0,-1,-1,68194,24956,22145,33675,3047,77511,2000,3000,18000,3047,77511,4000,0,"No Default Next Month",0.403335,"FALSE",-68844.8
5393,90000,"Male","University","Single",28,0,0,0,2,2,18978,20675,23329,24940,24404,27227,2000,3000,2000,0,3400,0,1,"Defaults Next Month",0.267944444444444,"FALSE",-67565
12740,20000,"Male","University","Single",30,0,0,0,0,-2,28674,15491,16299,16428,0,0,1392,1200,329,0,0,8644,0,"No Default Next Month",0.48218,"FALSE",-12391
13092,360000,"Male","Graduate School","Married",39,2,-1,-1,0,-1,1139,264,2193,528,264,264,0,2193,528,0,264,264,0,"No Default Next Month",0.00195166666666667,"FALSE",-359947.2
8493,30000,"Male","Graduate School","Single",36,0,0,0,0,0,24796,26088,27032,26723,23143,17106,2000,1804,2014,1521,1204,1500,1,"Defaults Next Month",0.800613333333333,"FALSE",-7590.2
11299,360000,"Male","Graduate School","Single",32,0,0,0,0,0,26833,23626,20571,15423,15001,14917,1722,2636,1006,1003,1011,2003,0,"No Default Next Month",0.0497433333333333,"FALSE",-343624.2
9736,60000,"Male","University","Married",32,0,0,0,0,2,30781,25870,26964,27265,30329,24104,1505,1599,900,4500,0,1000,0,"No Default Next Month",0.44844,"FALSE",-34693.4
3417,130000,"Male","University","Single",37,0,0,0,0,0,125780,128768,130112,129785,121609,123586,6500,5000,5000,5000,6000,5000,0,"No Default Next Month",0.975169230769231,"FALSE",-8428
27218,10000,"Male","High School","Single",42,2,2,2,0,0,8090,6339,8623,5885,4417,5190,0,2586,0,1000,1000,345,1,"Defaults Next Month",0.60908,"FALSE",-4895.4
29529,20000,"Male","University","Married",47,0,0,0,0,0,14186,14960,16102,18926,18125,18714,1000,1376,3200,1399,1102,369,0,"No Default Next Month",0.86827,"FALSE",-4123.8
29899,20000,"Male","University","Single",34,2,0,0,0,0,14498,13968,15739,17168,17580,18295,0,2000,2000,1000,1000,1000,0,"No Default Next Month",0.8275,"FALSE",-4850
18211,210000,"Male","University","Married",42,-2,-2,-2,-2,-2,0,1145,1000,2000,500,5305,1145,1005,2000,500,5305,3640,0,"No Default Next Month",0.00947619047619048,"FALSE",-210500
7495,330000,"Male","Graduate School","Single",32,0,0,0,0,0,162657,151305,138277,141453,112633,121242,5500,4723,5500,4000,10700,4500,0,"No Default Next Month",0.402975757575758,"FALSE",-202902.6
13370,150000,"Male","Graduate School","Married",31,2,2,2,2,2,159734,160247,131511,129369,123191,132072,4800,4006,3669,0,11781,0,1,"Defaults Next Month",0.901853333333333,"FALSE",-18613.2
1722,90000,"Male","Graduate School","Single",27,0,0,2,2,2,56608,57897,63686,65233,66637,67882,2800,7400,3200,2600,2500,2500,0,"No Default Next Month",0.714077777777778,"FALSE",-29373
14254,80000,"Male","University","Married",46,0,0,0,0,0,79656,80382,61813,30457,30477,30506,3211,2800,1200,1300,1700,1700,0,"No Default Next Month",0.5840875,"FALSE",-35013
29536,20000,"Male","University","Married",34,2,2,0,0,0,16112,16851,16292,18010,18411,19455,1300,0,2000,1000,1500,1010,0,"No Default Next Month",0.89019,"FALSE",-3298.2
26804,50000,"Male","Graduate School","Single",27,2,-2,-1,2,2,1893,0,0,71,71,3871,0,0,71,0,3800,0,1,"Defaults Next Month",0.016052,"FALSE",-49971.6
20528,30000,"Male","University","Single",25,2,-1,0,-1,0,3997,2522,261,1261,772,390,0,261,1000,772,8,390,1,"Defaults Next Month",0.0347066666666667,"FALSE",-29445
4647,140000,"Male","University","Single",50,0,0,0,0,-2,98668,88727,27203,27209,-20006,-30177,4410,1804,14000,10968,0,82000,0,"No Default Next Month",0.132794285714286,"FALSE",-143163.2
14535,130000,"Male","University","Single",31,0,2,0,-1,-1,48628,52379,31247,40047,12450,2294,5207,0,9000,12450,2294,0,1,"Defaults Next Month",0.212949230769231,"FALSE",-107065.4
11656,260000,"Male","Graduate School","Single",52,-1,-1,-1,-1,0,582,0,582,291,4471,5394,0,582,291,4471,1000,1000,0,"No Default Next Month",0.00826,"FALSE",-259321.2
24300,200000,"Male","University","Single",29,0,2,2,2,2,145090,151564,115836,122359,122588,119266,12000,0,10000,5000,0,6000,0,"No Default Next Month",0.631613,"FALSE",-77877.4
20847,210000,"Male","Graduate School","Single",28,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Default Next Month",0,"FALSE",-210000
21057,100000,"Male","Graduate School","Single",34,0,2,2,2,2,18185,24932,24246,26839,26109,27686,7100,0,3000,0,2000,0,1,"Defaults Next Month",0.259624,"FALSE",-75037.6
14379,50000,"Male","High School","Single",26,0,0,2,2,2,41827,42650,45930,44891,47654,48721,1800,4000,0,3500,2000,0,1,"Defaults Next Month",0.919384,"FALSE",-5930.8
24785,80000,"Male","Graduate School","Single",35,-1,2,-1,-1,-1,0,4117,3370,5018,950,-3827,4117,0,5018,0,0,7654,1,"Defaults Next Month",0.02407,"FALSE",-80608.8
13664,200000,"Male","Graduate School","Married",37,-1,-1,-1,-1,-1,4052,4503,0,1115,1336,1878,4520,0,1115,1336,1878,0,1,"Defaults Next Month",0.008832,"FALSE",-199099.4
6924,240000,"Male","Graduate School","Married",43,-2,-2,-2,-2,-2,3645,9077,4234,7118,8187,8708,9088,4234,7118,8187,8708,9291,0,"No Default Next Month",0.0311033333333333,"FALSE",-240042.8
15521,180000,"Male","University","Single",32,0,0,0,-1,0,45469,39368,9652,10775,1943,13243,5000,2000,3000,1943,13000,170000,0,"No Default Next Month",0.0833122222222222,"FALSE",-202992.4
21176,40000,"Male","Graduate School","Married",33,0,2,2,2,3,21107,23837,23173,24476,26775,26069,3400,0,2000,3000,0,0,0,"No Default Next Month",0.62165,"FALSE",-16134
27042,250000,"Male","Graduate School","Married",32,-1,0,0,0,0,207,4907,6833,8766,9539,9779,4907,2000,2000,1000,319,247,0,"No Default Next Month",0.0318592,"FALSE",-243148.4
1402,30000,"Male","University","Married",36,2,0,0,0,0,30573,28473,29083,28313,28932,29565,0,2000,940,1000,1106,0,0,"No Default Next Month",0.96244,"FALSE",-2136
24257,280000,"Male","University","Single",30,2,2,2,2,2,106907,110550,113877,115223,116930,112607,6900,6600,4700,5100,0,4200,0,"No Default Next Month",0.406562142857143,"FALSE",-170282.6
1860,50000,"Male","Graduate School","Married",39,0,2,3,2,2,33849,36798,37890,37131,38381,39585,3817,2000,150,2000,2000,1600,0,"No Default Next Month",0.75914,"FALSE",-13593
24603,230000,"Male","Graduate School","Single",28,0,0,0,0,0,28534,27104,24415,29002,12415,10607,15222,10016,10083,5030,5003,5043,0,"No Default Next Month",0.0900373913043478,"FALSE",-216326.4
13060,50000,"Male","University","Married",57,3,2,0,0,0,51187,50106,48608,19600,20000,0,0,0,392,400,0,0,0,"No Default Next Month",0.553256,"FALSE",-22495.6
20667,50000,"Male","University","Married",35,0,0,0,0,0,20274,44996,21147,21964,21405,20297,2600,1800,1500,1000,1000,1000,0,"No Default Next Month",0.519236,"FALSE",-25298.2
1245,10000,"Male","High School","Single",35,0,0,0,0,0,7877,8918,9864,9673,9414,9156,1174,1120,310,316,1000,2000,0,"No Default Next Month",0.9405,"FALSE",-1544.2
10561,20000,"Male","University","Single",30,0,0,0,0,0,19149,20221,19812,10717,13534,15298,1392,1201,1000,3000,2000,399,0,"No Default Next Month",0.79582,"FALSE",-5603.6
21097,110000,"Male","University","Single",37,0,0,0,0,0,112091,112380,86544,77131,60895,60936,4625,3112,2467,2182,2190,2182,0,"No Default Next Month",0.723429090909091,"FALSE",-32849.4
26794,270000,"Male","University","Single",27,0,0,0,0,0,24689,29520,29722,36276,19065,17937,10058,10339,10034,54,10088,6368,0,"No Default Next Month",0.098162962962963,"FALSE",-250872.6
817,70000,"Male","High School","Married",51,2,0,0,0,0,54968,51384,49734,50361,49185,47245,0,2100,1950,1900,2219,2100,1,"Defaults Next Month",0.708311428571429,"FALSE",-22472
5085,140000,"Male","High School","Married",45,2,2,2,2,2,134073,130521,137328,136280,136247,134089,0,10707,5014,5091,4608,42,1,"Defaults Next Month",0.963521428571429,"FALSE",-10199.4
3996,220000,"Male","High School","Single",33,-1,-1,0,0,0,-117,487,2879,4483,6087,-273,1000,3000,2000,2000,0,2000,0,"No Default Next Month",0.0124209090909091,"FALSE",-219067.4
27071,230000,"Male","Graduate School","Single",44,0,0,0,0,0,25949,27214,28472,29696,31393,33222,2000,2000,2000,2500,2500,3000,0,"No Default Next Month",0.130432173913043,"FALSE",-202400.6
21019,10000,"Male","University","Single",46,0,0,0,0,0,8866,9844,9319,18202,9287,0,1143,1218,1000,372,0,0,0,"No Default Next Month",0.93304,"FALSE",-1187.6
26894,200000,"Male","Graduate School","Single",29,0,0,2,-1,-1,9228,7532,7246,3506,2376,123687,2100,3320,0,2400,127187,2187,0,"No Default Next Month",0.144347,"FALSE",-198149.4
6480,130000,"Male","University","Married",40,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,"No Default Next Month",0.003,"FALSE",-130000
6791,260000,"Male","University","Married",35,-1,-1,-1,-2,-2,-48,4001,5975,0,0,0,4261,6000,0,0,0,0,0,"No Default Next Month",0.00767384615384615,"FALSE",-259204.8
8453,20000,"Male","University","Married",45,2,0,0,0,-2,20011,10753,10853,10670,-120,-120,0,10600,800,0,0,0,1,"Defaults Next Month",0.32036,"FALSE",-15872.8
8886,340000,"Male","University","Married",38,0,-1,-1,-1,0,8347,5190,612,1429,19513,19650,2000,612,1429,19513,3000,3000,0,"No Default Next Month",0.0272905882352941,"FALSE",-336232
4837,290000,"Male","University","Married",48,0,0,0,0,0,224662,216134,163926,97524,35353,24481,10160,7147,5041,1581,3020,10000,0,"No Default Next Month",0.370633103448276,"FALSE",-187874.2
20724,180000,"Male","High School","Married",37,-2,-2,-2,-2,-2,11368,3595,3837,5760,0,925,3595,3842,5760,0,925,2755,0,"No Default Next Month",0.0156855555555556,"FALSE",-179833
21121,30000,"Male","Graduate School","Single",47,2,0,0,0,2,26413,25690,26719,27774,28809,30399,0,1445,1500,1500,2200,0,0,"No Default Next Month",0.929273333333333,"FALSE",-3450.8
2981,50000,"Male","Graduate School","Single",27,0,0,0,-1,-1,50459,36307,27713,3807,2746,625,1600,3071,500,2800,900,100,0,"No Default Next Month",0.284792,"FALSE",-37234.6
21233,180000,"Male","Graduate School","Married",49,-1,2,2,-2,-2,1092,1733,1405,-434,-434,-434,1733,0,0,0,0,0,1,"Defaults Next Month",0.00204,"FALSE",-179632.8
27493,30000,"Male","University","Married",49,0,0,0,0,0,29707,28853,30107,29923,29472,27729,2000,3000,4000,2000,4000,2000,0,"No Default Next Month",0.973893333333333,"FALSE",-3783.2
24706,500000,"Male","Graduate School","Married",46,-2,-2,-2,-2,-1,18664,67646,-214,-214,42772,45282,68013,0,0,42986,45508,9055,0,"No Default Next Month",0.0621088,"FALSE",-488455.4
26693,200000,"Male","Graduate School","Single",27,-1,-1,0,0,0,3592,3622,7990,10392,7042,5692,3622,7990,6000,0,2000,5000,1,"Defaults Next Month",0.034738,"FALSE",-197250.4
16636,250000,"Male","Graduate School","Single",30,0,0,0,0,0,73936,106903,174837,81376,61474,27864,40000,85756,35153,4236,6080,88,0,"No Default Next Month",0.3619632,"FALSE",-185771.8
21242,80000,"Male","High School","Married",45,0,2,0,0,0,8133,10978,10511,11529,12332,13128,3000,0,1200,1000,1000,1000,1,"Defaults Next Month",0.146195,"FALSE",-69144.4
25061,50000,"Male","Graduate School","Single",55,-1,-1,-1,-1,0,11045,3115,7161,5351,791,47774,3115,7161,5351,791,46983,2025,0,"No Default Next Month",0.256768,"FALSE",-49623.8
14634,50000,"Male","University","Single",25,4,3,2,2,0,53086,51981,50805,51518,50713,51309,0,0,1800,108,2400,1926,0,"No Default Next Month",1.025304,"TRUE",18.4000000000015
5627,360000,"Male","University","Married",51,3,2,0,0,0,3551,3348,2504,1878,1252,626,0,0,0,0,0,626,1,"Defaults Next Month",0.00533777777777778,"FALSE",-358203.6
14718,50000,"Male","Graduate School","Single",32,0,0,2,0,0,16434,17550,21414,20774,21177,21612,1688,4476,0,888,788,1088,0,"No Default Next Month",0.410108,"FALSE",-30942.6
23904,20000,"Male","High School","Single",22,0,0,0,0,2,18306,18977,19328,19035,19262,12308,1287,1462,1522,1165,0,1000,0,"No Default Next Month",0.8891,"FALSE",-3247.8
11868,420000,"Male","Graduate School","Married",46,2,0,0,0,0,436968,428712,425345,354852,353113,353720,0,16100,13000,14064,111170,11300,0,"No Default Next Month",0.912258095238095,"FALSE",-69978.4
20964,130000,"Male","Graduate School","Single",36,2,2,2,0,0,128190,131094,132549,128646,100845,101545,6500,5000,0,3512,3606,3699,0,"No Default Next Month",0.914890769230769,"FALSE",-14227.6
4945,110000,"Male","University","Single",32,-1,0,0,0,0,2308,101780,50815,46147,39769,9353,101780,1501,1100,1000,2000,41644,0,"No Default Next Month",0.450661818181818,"FALSE",-69876.2
26839,470000,"Male","University","Single",35,0,0,-1,-1,-2,262980,204078,78325,119866,-6187,-8822,10929,4177,126307,36,26,27232,0,"No Default Next Month",0.164791489361702,"FALSE",-424103.6
29626,360000,"Male","Graduate School","Married",36,-2,-2,-2,-2,-2,1814,6545,0,0,0,0,6545,0,0,0,0,259,0,"No Default Next Month",0.00363611111111111,"FALSE",-358742.8
8642,20000,"Male","Graduate School","Single",23,2,3,2,0,0,18679,20380,19753,19160,19661,19816,2300,0,0,788,558,198,1,"Defaults Next Month",0.9877,"FALSE",-554.799999999999
6715,170000,"Male","Graduate School","Married",45,-1,-1,-1,-1,-1,360,360,360,360,360,870,360,360,360,360,870,0,0,"No Default Next Month",0.00271764705882353,"FALSE",-169928
1413,30000,"Male","University","Married",38,-1,-1,-1,-1,-1,184,1522,0,5480,175,-2000,1522,0,5480,175,0,2000,0,"No Default Next Month",0.0345133333333333,"FALSE",-30495.6
11653,20000,"Male","Graduate School","Single",24,-1,-1,-1,-1,-1,0,150,0,597,0,4740,150,0,597,0,4740,0,0,"No Default Next Month",0.05487,"FALSE",-19970
11306,50000,"Male","University","Married",31,0,0,0,0,0,51319,52214,50260,32502,27697,25940,5000,2300,1100,1000,1000,1500,1,"Defaults Next Month",0.754452,"FALSE",-13657.4
2625,500000,"Male","Graduate School","Married",45,0,0,0,0,0,3136,2345,8471,7234,5828,1906,2002,7505,145,33,1150,300,0,"No Default Next Month",0.0103136,"FALSE",-496669.8
8226,20000,"Male","Graduate School","Single",33,2,2,2,2,2,17971,17399,19057,18453,19755,19288,0,2260,0,1600,0,644,0,"No Default Next Month",0.93952,"FALSE",-2110.4
8840,150000,"Male","Graduate School","Single",35,0,0,0,0,0,251063,244285,238438,232570,226808,220586,9000,10000,10000,8000,8000,7000,0,"No Default Next Month",1.55024933333333,"TRUE",73937.4
859,130000,"Male","University","Single",29,0,0,0,0,0,131041,133698,131990,127512,128683,129669,7000,5151,4464,5000,4702,8000,0,"No Default Next Month",1.00238769230769,"TRUE",-5153
3817,50000,"Male","University","Single",32,0,0,0,2,0,32813,34973,35603,37595,29818,24416,3000,1700,2600,0,10000,6000,1,"Defaults Next Month",0.64962,"FALSE",-21579
17798,50000,"Male","High School","Single",23,-1,2,0,0,-2,1789,4249,4038,5275,0,0,2500,0,1500,0,0,0,1,"Defaults Next Month",0.054248,"FALSE",-47587.6
8044,170000,"Male","High School","Single",36,-1,-1,0,0,-1,396,5596,6953,16157,28856,4941,5596,6953,10000,15000,4941,22114,1,"Defaults Next Month",0.0735329411764706,"FALSE",-169301
6453,330000,"Male","Graduate School","Married",46,-1,-1,-1,0,0,7401,4567,6242,24353,20219,23163,4567,6443,24353,10219,13163,5909,0,"No Default Next Month",0.0476024242424242,"FALSE",-326308.6
20523,50000,"Male","University","Single",24,0,0,0,0,0,51112,51086,51365,50579,20413,20452,2109,2388,1602,900,838,707,0,"No Default Next Month",0.77558,"FALSE",-12508
8995,50000,"Male","Graduate School","Single",30,0,2,2,2,0,45948,50813,45393,49351,45473,48595,6012,10,8212,1200,4008,4407,0,"No Default Next Month",0.9585,"FALSE",-5642.4
23859,80000,"Male","Graduate School","Single",25,0,0,0,0,0,67751,68484,54926,55241,56560,57881,2500,3000,2000,2000,2000,3000,0,"No Default Next Month",0.73273,"FALSE",-23781.6
24885,20000,"Male","University","Married",34,0,2,3,2,0,14950,16446,19844,19162,18704,19226,2065,3398,0,0,780,18010,0,"No Default Next Month",0.93382,"FALSE",-5761.2
27302,30000,"Male","University","Single",30,0,0,0,-1,0,29993,29890,28561,-229,23930,26655,1856,1000,1698,24860,3500,3000,0,"No Default Next Month",0.72538,"FALSE",-15050.2
12032,240000,"Male","Graduate School","Married",39,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,0,"No Default Next Month",-7.5e-05,"FALSE",-240018
23954,20000,"Male","Graduate School","Single",24,-1,-1,-1,0,-1,720,100,1192,7804,6200,3982,100,1192,7807,124,3982,1156,1,"Defaults Next Month",0.19278,"FALSE",-18996.6
3779,230000,"Male","Graduate School","Married",39,0,0,0,0,0,220706,227741,183268,186989,159345,162695,11200,6200,6237,7000,6000,6100,0,"No Default Next Month",0.800033043478261,"FALSE",-52299.8
29864,80000,"Male","Graduate School","Single",44,0,0,0,0,0,77156,77494,77438,67054,60270,56138,3000,2734,2215,4000,2036,2121,0,"No Default Next Month",0.845985,"FALSE",-14942.4
21118,360000,"Male","Graduate School","Married",44,-2,-2,-2,-2,-2,188,1610,1088,7870,5988,342,1610,1088,7870,5988,342,7159,1,"Defaults Next Month",0.00938777777777778,"FALSE",-361109.8
26695,80000,"Male","High School","Single",27,0,2,2,2,0,10100,59714,62163,62756,61149,62464,50000,4000,2200,0,2300,5108,0,"No Default Next Month",0.770615,"FALSE",-21072.4
7705,200000,"Male","Graduate School","Single",38,0,0,2,2,2,180486,183076,195535,190960,202139,194326,7000,15500,0,14184,0,6700,0,"No Default Next Month",0.966036,"FALSE",-14069.6
9412,110000,"Male","University","Married",55,0,0,0,0,0,106670,108727,107386,78268,75846,75685,6000,3300,3012,3008,3000,3069,0,"No Default Next Month",0.810749090909091,"FALSE",-23895.4
29453,10000,"Male","University","Single",30,0,0,0,0,2,8107,8724,9191,9800,10072,9766,1298,1155,1154,1206,0,399,1,"Defaults Next Month",0.95106,"FALSE",-1272.2
115,50000,"Male","University","Single",41,0,0,0,0,0,19015,19294,20259,20274,20311,19957,1340,1305,700,718,724,684,0,"No Default Next Month",0.40038,"FALSE",-30807.2
14080,500000,"Male","Graduate School","Married",33,-1,-1,0,0,-1,1901,3800,5239,5239,1559,2680,3800,5239,0,0,2680,299,0,"No Default Next Month",0.0074068,"FALSE",-497940.2
1886,10000,"Male","University","Single",33,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,"No Default Next Month",0,"FALSE",-10000
4739,100000,"Male","Graduate School","Single",33,0,0,0,0,0,101329,103532,100485,101552,100752,100652,3900,6000,3900,4100,17000,3750,1,"Defaults Next Month",1.013946,"TRUE",-5555.39999999999
29773,250000,"Male","High School","Married",39,0,0,0,0,0,209263,199834,200957,205454,205710,210115,7127,7335,8871,8055,8426,5208,0,"No Default Next Month",0.817656,"FALSE",-53165
7997,30000,"Male","Graduate School","Married",30,0,0,0,0,0,10024,12855,14634,16378,16961,19669,3000,2000,2000,1000,3000,1000,0,"No Default Next Month",0.536646666666667,"FALSE",-15700.6
26627,50000,"Male","University","Single",23,0,-2,-2,-1,2,51550,0,0,0,15239,14853,0,0,0,15239,0,540,1,"Defaults Next Month",0.120368,"FALSE",-47137.4
5362,230000,"Male","University","Married",34,0,0,0,0,0,131887,133440,134272,136281,138687,118873,5005,5007,5000,5008,5000,4005,0,"No Default Next Month",0.57526347826087,"FALSE",-102493.4
